url,status,notes
https://www.investec.com/advisory/nl/deals/growth-equity-for-pronestor-by-dico/,,
https://www.investec.com/advisory/nl/deals/restructuring-infraserv-power-subsidiary-t2c/,,
https://www.investec.com/advisory/nl/deals/carve-out-of-tectrion-for-bayers-currenta/,,
https://www.investec.com/advisory/nl/deals/sale-of-areva-parafoudres-to-tridelta/,,
https://www.investec.com/advisory/nl/deals/restructuring-das-traumschiff-reederei-deilmann/,,
https://www.investec.com/advisory/fr/deals/novartis-cede-deux-sites-en-espagne/,,
https://www.investec.com/advisory/deals/jayway-sold-to-devoteam/,,
https://www.investec.com/advisory/deals/sale-of-ximedes-to-cape-investment-partners/,,
https://www.investec.com/advisory/nl/deals/sale-of-bureau-veritas-electrical-transformers-oil-testing-lab/,,
https://www.investec.com/advisory/nl/deals/mbo-of-cotherm/,,
https://www.investec.com/advisory/nl/deals/mbo-of-sppp/,,
https://www.investec.com/advisory/nl/deals/sale-of-mersen-plate-heat-exchanger-business/,,
https://www.investec.com/advisory/nl/deals/sale-of-ximedes-to-cape-investment-partners/,,
https://www.investec.com/advisory/nl/deals/verkoop-van-netset-aan-progrits/,,
https://www.investec.com/advisory/deals/sale-of-brightsight-to-swiss-listed-sgs/,,
https://www.investec.com/advisory/nl/deals/verkoop-van-brightsight-aan-het-zwitserse-beursgenoteerde-sgs/,,
https://www.investec.com/advisory/deals/sale-of-brandfield-to-german-listed-fashionette/,,
https://www.investec.com/advisory/nl/deals/verkoop-van-brandfield-aan-het-duitse-beursgenoteerd-fashionette/,,
https://www.investec.com/advisory/deals/sale-of-uptrends-to-itrs-group-backed-by-ta-associates/,,
https://www.investec.com/advisory/nl/deals/sale-of-uptrends-to-itrs-group-backed-by-ta-associates/,,
https://www.investec.com/advisory/deals/sale-of-xximo-to-mobinck-subsidiary-of-autobinck-group/,,
https://www.investec.com/advisory/nl/deals/verkoop-van-xximo-aan-mobinck-autobinck/,,
https://www.investec.com/advisory/nl/deals/verkoop-cib-aan-coeo-inkasso/,,
https://www.investec.com/advisory/deals/sale-of-cib-to-coeo-inkasso/,,
https://www.investec.com/advisory/fr/deals/cession-des-laboratoires-dr-rinderknecht-gynlab/,,
https://www.investec.com/advisory/fr/deals/cession-de-webrisk/,,
https://www.investec.com/advisory/deals/webrisk-disposal-to-ventiv-technology/,,
https://www.investec.com/advisory/fr/deals/cession-du-groupe-uroviva-a-ecm/,,
https://www.investec.com/advisory/deals/acquisition-of-gribi-management-ag-by-foncia-groupe/,,
https://www.investec.com/advisory/fr/deals/cession-de-imkey-a-talent/,,
https://www.investec.com/advisory/deals/ariadnext-and-idnow-join-forces/,,
https://www.investec.com/advisory/de/deals/verkauf-von-ximedes-an-cape-investment-partners/,,
https://www.investec.com/advisory/de/deals/verkauf-von-imkey-resume-io-an-die-amerikanische-talent-inc/,,
https://www.investec.com/advisory/de/deals/verkauf-von-ariadnext-an-idnow/,,
https://www.investec.com/advisory/fr/deals/cession-de-ximedes-a-cape-investment-partners/,,
https://www.investec.com/advisory/deals/sale-of-forteq-healthcare-to-liberta-partners/,,
https://www.investec.com/advisory/deals/sales-of-kammanneye-to-sanoptis/,,
https://www.investec.com/advisory/fr/deals/audevard-ceva/,,
https://www.investec.com/advisory/deals/sale-of-ssp-to-us-based-smithers/,,
https://www.investec.com/advisory/nl/deals/verkoop-van-ssp-aan-het-amerikaanse-smithers/,,
https://www.investec.com/advisory/deals/sale-of-vvgn-activities-to-festina-lente/,,
https://www.investec.com/advisory/nl/deals/sale-of-vvgn-activities-to-festina-lente/,,
https://www.investec.com/advisory/deals/sale-of-tournaire-equipment/,,
https://www.investec.com/advisory/de/deals/verkauf-von-tournaire-ausruestung-an-adf/,,
https://www.investec.com/advisory/nl/deals/ariadnext-and-idnow-join-forces/,,
https://www.investec.com/advisory/de/deals/verkauf-von-ssp-an-das-us-unternehmen-smithers/,,
https://www.investec.com/advisory/deals/sale-of-imkey-resume-io-to-us-based-talent-inc/,,
https://www.investec.com/advisory/de/deals/verkauf-von-ip-visie-an-yielder-group-ein-portfoliounternehmen-von-capital-a/,,
https://www.investec.com/advisory/nl/deals/verkoop-van-innovative-solutions-in-media-ism-aan-valantic/,,
https://www.investec.com/advisory/deals/sale-of-innovative-solutions-in-media-ism-to-valantic/,,
https://www.investec.com/advisory/de/deals/verkauf-von-innovative-solutions-in-media-ism-an-valantic/,,
https://www.investec.com/advisory/deals/minority-investment-of-ing-corporate-investments-in-stravers-torenkranen/,,
https://www.investec.com/advisory/nl/deals/minderheidsinvestering-door-ing-corporate-investments-in-stravers-torenkranen/,,
https://www.investec.com/advisory/fr/deals/acquisition-of-sintex-np-by-siparex/,,
https://www.investec.com/advisory/deals/acquisition-of-the-kerfoot-group-by-the-avril-group/,,
https://www.investec.com/advisory/fr/deals/sale-of-sareco-to-heckewerth/,,
https://www.investec.com/advisory/fr/deals/cession-de-hit-profit-a-censo/,,
https://www.investec.com/advisory/fr/deals/van-den-belt-capital-investit-dans-teamshape/,,
https://www.investec.com/advisory/fr/deals/sale-of-kompetera-to-advania/,,
https://www.investec.com/advisory/fr/deals/sale-of-chargeit-mobility-to-eneco-emobility/,,
https://www.investec.com/advisory/fr/deals/merger-of-opvius-gmbh-and-armor-beautiful-light/,,
https://www.investec.com/advisory/fr/deals/capital-raising-for-micro-biolytics-gmbh-2/,,
https://www.investec.com/advisory/fr/deals/capital-raising-for-pronestor/,,
https://www.investec.com/advisory/fr/deals/acquisition-of-vaamo-by-moneyfarm/,,
https://www.investec.com/advisory/fr/deals/acquisition-de-gribi-par-foncia/,,
https://www.investec.com/advisory/fr/deals/acquisition-of-human-inference-by-edm-media-group/,,
https://www.investec.com/advisory/de/deals/minderheitsbeteiligung-von-ing-corporate-investments-in-stravers-torenkranen/,,
https://www.investec.com/advisory/deals/sale-of-i-solutions-health-to-trill-impact/,,
https://hogenhouck.nl/transactie/codename-future/,,
https://hogenhouck.nl/transactie/cumulus/,,
https://hogenhouck.nl/transactie/transactie-3namiek-jaques-necker/,,
https://hogenhouck.nl/transactie/mirabeau/,,
https://hogenhouck.nl/transactie/eprom/,,
https://hogenhouck.nl/transactie/w-van-de-kamp-voorschoten/,,
https://hogenhouck.nl/transactie/vroom-en-van-den-heuvel/,,
https://hogenhouck.nl/transactie/aac-groep/,,
https://hogenhouck.nl/transactie/tps-groep/,,
https://hogenhouck.nl/transactie/eclipseit/,,
https://hogenhouck.nl/transactie/cloudwise-wordt-onderdeel-van-odin-groeps/,,
https://hogenhouck.nl/transactie/clear-mind-bundelt-krachten-met-total-ict-solutions/,,
https://hogenhouck.nl/transactie/port-it-b-v-overgenomen-door-marlink-group/,,
https://hogenhouck.nl/transactie/employment-screeningspecialist-validata-vindt-in-disa-de-ideale-partner-voor-verdere-internationale-groei/,,
https://hogenhouck.nl/transactie/de-overname-van-astorium-markeert-sleutelmoment-in-de-expansie-van-outtask/,,
https://hogenhouck.nl/transactie/ai-intelligent-assistant-deepdesk-wordt-overgenomen-door-anywhere365/,,
https://hogenhouck.nl/transactie/tsa-group-delft-bv-sluit-zich-aan-bij-mybit-group/,,
https://hogenhouck.nl/transactie/it-dienstverlener-ttnl-bundelt-krachten-met-fields-group-voor-verdere-groei/,,
https://hogenhouck.nl/transactie/logistieke-softwareleverancier-incore-wordt-onderdeel-van-ict-group/,,
https://hogenhouck.nl/transactie/microsoft-service-provider-constant-it-bundelt-krachten-met-tsh/,,
https://hogenhouck.nl/transactie/industriele-verhuurspecialist-indu-tools-en-eqin-bundelen-krachten/,,
https://hogenhouck.nl/transactie/quistor-kondigt-samenwerking-met-icelake-aan-en-versterkt-zo-zijn-marktleiderschap-in-oracle-cloud-technology-managed-services/,,
https://hogenhouck.nl/transactie/dialogue-kirkman-company-en-yse-bundelen-krachten-om-nieuw-bedrijf-kyden-te-vormen-ondersteund-door-fields-group/,,
https://hogenhouck.nl/transactie/managed-service-provider-netco-wordt-onderdeel-van-yielder-group/,,
https://hogenhouck.nl/transactie/it-infrastructuur-leverancier-serverius-gaat-een-partnerschap-aan-met-investeerder-capman/,,
https://hogenhouck.nl/transactie/marketing-automation-specialist-ternair-vindt-in-nedvest-nieuwe-partner-voor-versnelde-groei/,,
https://hogenhouck.nl/transactie/verzendplatform-parcelparcel-wordt-onderdeel-van-ita-consulting-group-letmeship/,,
https://hogenhouck.nl/transactie/retail-softwarespecialist-valk-solutions-bundelt-krachten-met-partner-genii/,,
https://hogenhouck.nl/transactie/dynamic-people-bundelt-krachten-met-groeipartner-gate-invest/,,
https://hogenhouck.nl/transactie/managed-solutions-provider-phc-wordt-onderdeel-van-yielder-group/,,
https://hogenhouck.nl/transactie/communicatie-expert-onecentral-onderdeel-van-yielder-group/,,
https://hogenhouck.nl/transactie/tsh-neemt-strategisch-belang-in-korton-group/,,
https://hogenhouck.nl/transactie/managed-services-provider-datamex-sluit-zich-aan-bij-interstellar/,,
https://hogenhouck.nl/transactie/arbosoftwarespecialist-raatwerk-wordt-onderdeel-van-kader-group/,,
https://hogenhouck.nl/transactie/the-sourcing-company-wordt-onderdeel-van-total-specific-hosting/,,
https://hogenhouck.nl/transactie/videocommunicatiebedrijf-qconferencing-wordt-onderdeel-van-interstellar/,,
https://hogenhouck.nl/transactie/microsoft-teams-specialist-askroger-wordt-onderdeel-van-interstellar/,,
https://hogenhouck.nl/transactie/it-verhuurbedrijf-irent-wordt-onderdeel-van-de-circular-it-group/,,
https://hogenhouck.nl/transactie/content-authoring-software-leverancier-fonto-wordt-onderdeel-van-rws/,,
https://hogenhouck.nl/transactie/shock-media-trekt-strikwerda-investments-aan-voor-verdere-groei/,,
https://hogenhouck.nl/transactie/cloud-it-outsourcer-korton-group-neemt-it-bedrijf-mhasmo-over/,,
https://hogenhouck.nl/transactie/softwareontwikkelaars-hightech-ict-en-divverence-willen-verder-groeien-met-riverdam-participaties/,,
https://hogenhouck.nl/transactie/satellietdata-en-analytics-specialist-vandersat-wordt-overgenomen-door-het-in-de-vs-gevestigde-planet/,,
https://hogenhouck.nl/transactie/nieuwe-generatie-aandeelhouders-voor-it-dienstverlener-get-there/,,
https://hogenhouck.nl/transactie/ofn-vindt-in-transequity-network-investeerder-voor-duurzame-groei/,,
https://hogenhouck.nl/transactie/microsoft-cloud-expert-officegrip-trekt-investeerder-aan-voor-verdere-groei/,,
https://hogenhouck.nl/transactie/sportschoolketen-my-local-gym-group-neemt-fitness4me-over/,,
https://hogenhouck.nl/transactie/it-dienstverlener-hipex-overgenomen-door-team-blue/,,
https://hogenhouck.nl/transactie/banketbakkerij-maison-kelder-neemt-maassen-over/,,
https://hogenhouck.nl/transactie/data-consultancybedrijf-just-bi-wordt-onderdeel-van-epam-systems/,,
https://hogenhouck.nl/transactie/it-dienstverlener-databyte-wordt-onderdeel-van-interstellar/,,
https://hogenhouck.nl/transactie/cloud-service-provider-intercept-ontvangt-kapitaalinjectie-holland-capital/,,
https://hogenhouck.nl/transactie/softwareleverancier-yellowstar-verkocht-aan-ict-group/,,
https://hogenhouck.nl/transactie/cloud-dienstverlener-diabolo-ict-is-verkocht-aan-eshgro/,,
https://hogenhouck.nl/transactie/crm-clouddienstverlener-radar-software-verkocht-aan-visma/,,
https://hogenhouck.nl/transactie/hr-tech-bedrijf-igb-verkocht-aan-vonq/,,
https://hogenhouck.nl/transactie/industrieel-verhuurder-indu-tools-neemt-belgische-branchegenoot-i-rental-over/,,
https://hogenhouck.nl/transactie/visserijbedrijf-cornelis-vrolijk-neemt-haasnoot-vis-en-neptunus-seafood-over/,,
https://hogenhouck.nl/transactie/cash-software-overgenomen-door-visma/,,
https://hogenhouck.nl/transactie/internet-of-things-dienstverlener-sim-services-is-overgenomen-door-arkessa-2/,,
https://hogenhouck.nl/transactie/gespecialiseerd-schoonmaakbedrijf-cleaning-service-hensen-verkocht-aan-schone-groep-b-v/,,
https://hogenhouck.nl/transactie/hostingbedrijf-skyberate-verkocht-aan-total-webhosting-solutions/,,
https://hogenhouck.nl/transactie/hostingbedrijf-hosted-nl-onderdeel-geworden-van-protagonist/,,
https://hogenhouck.nl/transactie/internet-of-things-dienstverlener-sim-services-is-overgenomen-door-arkessa/,,
https://hogenhouck.nl/transactie/hostingbedrijf-skyberate-verkocht-aan-total-webhosting-solutions-2/,,
https://hogenhouck.nl/transactie/it-leverancier-csn-groep-zet-stappen-in-groeistrategie-met-deelname-van-quadrum-capital/,,
https://hogenhouck.nl/transactie/videorecruitment-platform-cammio-verkocht-aan-stepstone-groep/,,
https://hogenhouck.nl/transactie/datacenter-fryslan-verkocht-aan-penta-infra/,,
https://hogenhouck.nl/transactie/management-buy-out-compris-consulting/,,
https://hogenhouck.nl/transactie/miljoeneninvestering-voor-satelliet-technologiebedrijf-vandersat/,,
https://hogenhouck.nl/transactie/juridische-dienstverlener-bsa-groep-verkocht-aan-srk-groep/,,
https://hogenhouck.nl/transactie/ict-bedrijf-loko-wordt-onderdeel-van-hallo/,,
https://hogenhouck.nl/transactie/urban-gym-group-neemt-amsterdamse-gustav-gym-over/,,
https://hogenhouck.nl/transactie/opnieuw-fors-groeikapitaal-voor-urban-gym-group/,,
https://hogenhouck.nl/transactie/hotbath-verkocht-aan-zweedse-fm-mattsson-mora-group/,,
https://hogenhouck.nl/transactie/korton-software-verkocht-aan-total-specific-solutions/,,
https://hogenhouck.nl/transactie/ingenieursbureau-petersburg-consultants-verkocht-aan-lievense-holding/,,
https://hogenhouck.nl/transactie/koninklijke-peitsman-verkocht-aan-unilin/,,
https://hogenhouck.nl/transactie/nunu/,,
https://hogenhouck.nl/transactie/lyceo-holding/,,
https://hogenhouck.nl/transactie/peak-it/,,
https://hogenhouck.nl/transactie/westburg/,,
https://hogenhouck.nl/transactie/trainmore-versterkt-zich-met-de-overname-van-sports-world-amsterdam/,,
https://hogenhouck.nl/transactie/atg-europe-herfinanciering/,,
https://hogenhouck.nl/transactie/infotheek-groep-n-v/,,
https://hogenhouck.nl/transactie/urban-gym-group-haalt-financiering-op/,,
https://hogenhouck.nl/transactie/bever-car-products-b-v/,,
https://hogenhouck.nl/transactie/hike-one/,,
https://hogenhouck.nl/transactie/vistapaint-breidt-portfolio-uit-met-overname/,,
https://hogenhouck.nl/transactie/novaccent/,,
https://hogenhouck.nl/transactie/leeuwendaal-groep/,,
https://hogenhouck.nl/transactie/pbt-beveiliging-en-telecom-neemt-aandelen-branchegenoot-hillsafety-over/,,
https://hogenhouck.nl/transactie/leeuwendaal-groep-3/,,
https://hogenhouck.nl/transactie/leeuwendaal-groep-2/,,
https://hogenhouck.nl/transactie/soil-more/,,
https://hogenhouck.nl/transactie/bob-kaptein/,,
https://hogenhouck.nl/transactie/finalist-2/,,
https://hogenhouck.nl/transactie/finalist/,,
https://hogenhouck.nl/transactie/printcontrol/,,
https://hogenhouck.nl/transactie/lekkers-zoetermeer/,,
https://hogenhouck.nl/transactie/wubben-bauer/,,
https://hogenhouck.nl/transactie/king-nonwovens-b-v/,,
https://hogenhouck.nl/transactie/olco-holland-groep-b-v/,,
https://hogenhouck.nl/transactie/cornelis-vrolijk-neemt-bertus-dekker-seafood-b-v-over/,,
https://hogenhouck.nl/transactie/john-de-boer/,,
https://hogenhouck.nl/transactie/infotheek-2/,,
https://hogenhouck.nl/transactie/system-integrator-zetacom-eigendom-van-investeringsmaatschappij-gilde-healthcare-neemt-creaforti-over/,,
https://hogenhouck.nl/transactie/cadeau-nl-overgenomen-door-ditverzinjeniet/,,
https://hogenhouck.nl/transactie/emka-voskamp/,,
https://hogenhouck.nl/transactie/wizzo-beheer-b-v/,,
https://hogenhouck.nl/transactie/atg-europe/,,
https://hogenhouck.nl/transactie/grandvision-versterkt-zich-met-overname-van-zonnebrillen-com/,,
https://hogenhouck.nl/transactie/infotheek-6/,,
https://hogenhouck.nl/transactie/van-der-windt-packaging/,,
https://hogenhouck.nl/transactie/vellance-verkocht-aan-sentia/,,
https://hogenhouck.nl/transactie/trainmore/,,
https://hogenhouck.nl/transactie/voskamp-groep-2/,,
https://hogenhouck.nl/transactie/voskamp-groep/,,
https://hogenhouck.nl/transactie/trainmore-neemt-new-york-gym-amsterdam-over/,,
https://hogenhouck.nl/transactie/vlaamsche-gaai-participaties/,,
https://hogenhouck.nl/transactie/infotheek-5/,,
https://hogenhouck.nl/transactie/interim-valley/,,
https://hogenhouck.nl/transactie/bird-recruitment/,,
https://hogenhouck.nl/transactie/max-models/,,
https://hogenhouck.nl/transactie/infotheek-groep-neemt-global-hardware-solutions-over/,,
https://hogenhouck.nl/transactie/infotheek/,,
https://hogenhouck.nl/transactie/infotheek-4/,,
https://hogenhouck.nl/transactie/infotheek-3/,,
https://hogenhouck.nl/transactie/flinndal-2/,,
https://hogenhouck.nl/transactie/bever-tmc/,,
https://hogenhouck.nl/transactie/green-valley/,,
https://hogenhouck.nl/transactie/lancom/,,
https://hogenhouck.nl/transactie/hot-item/,,
https://hogenhouck.nl/transactie/computication/,,
https://hogenhouck.nl/transactie/net-ground/,,
https://hogenhouck.nl/transactie/cornelis-vrolijk-neemt-seafood-parlevliet-over/,,
https://hogenhouck.nl/transactie/cornelis-vrolijk-heeft-seafood-parlevliet-overgenomen/,,
